Eastern Central US  (309,1332)  (364,1318)  (423,1327)  (308,1389)  (363,1375)  (418,1396)  (405,1457)  (345,1447)  (290,1451)  (239,1503)  (313,1510)  (259,1566)  (258,1628)  | overflowToLeft=false
70 Sea Zone  (2702,4050)  (2656,4095)  (2656,4049)  (2747,4096)  (2702,4004)  (2748,4004)  (2748,4050)  (2654,4003)  (2701,4141)  (2655,4141)  (2610,4095)  (2610,4049)  (2793,4096)  (2793,4142)  (2747,4142)  (2609,4142)  (2700,3958)  (2746,3958)  (2792,3958)  (2794,4004)  (2794,4050)  (2608,4003)  (2608,3957)  (2654,3957)  (2838,3914)  (2701,4187)  (2655,4187)  (2564,4096)  (2564,4050)  (2839,4096)  (2839,4142)  (2839,4188)  (2793,4188)  (2747,4188)  (2609,4188)  (2563,4188)  (2563,4142)  (2700,3912)  (2746,3912)  (2792,3912)  (2840,3960)  (2840,4006)  (2562,4004)  (2562,3958)  (2562,3912)  (2608,3911)  (2654,3911)  (2838,3868)  (2884,3868)  (2884,3914)  (2701,4233)  (2655,4233)  (2518,4096)  (2518,4050)  (2885,4052)  (2885,4098)  (2885,4144)  (2885,4190)  (2839,4234)  (2793,4234)  (2747,4234)  (2609,4234)  (2563,4234)  (2517,4234)  (2517,4188)  (2517,4142)  (2517,3866)  (2700,3866)  (2746,3866)  (2792,3866)  (2886,3960)  (2886,4006)  (2516,4004)  (2516,3958)  (2516,3912)  (2563,3865)  (2609,3865)  (2887,4236)  (2838,3822)  (2884,3822)  (2930,3822)  (2930,3868)  (2930,3914)  (2701,4279)  (2655,4279)  (2472,4096)  (2472,4050)  (2931,4052)  (2931,4098)  (2931,4144)  (2931,4190)  (2841,4280)  (2795,4280)  (2749,4280)  (2609,4280)  (2563,4280)  (2517,4280)  (2471,4280)  (2471,4234)  (2471,4188)  (2471,4142)  (2471,3866)  (2471,3820)  (2517,3820)  (2655,3820)  (2701,3820)  (2747,3820)  (2932,3960)  (2932,4006)  (2470,4004)  (2470,3958)  (2470,3912)  (2563,3819)  (2609,3819)  (2933,4236)  (2933,4282)  (2887,4282)  (2793,3776)  (2839,3776)  (2885,3776)  (2931,3776)  (2976,3822)  (2976,3868)  (2976,3914)  (2426,4096)  (2426,4050)  (2977,3775)  (2977,4052)  (2977,4098)  (2977,4144)  (2977,4190)  (2425,4313)  (2425,4267)  (2425,4221)  (2425,4175)  (2425,3866)  (2425,3820)  (2425,3774)  (2471,3774)  (2517,3774)  (2655,3774)  (2701,3774)  (2747,3774)  (2978,3960)  (2978,4006)  (2424,4004)  (2424,3958)  (2424,3912)  (2563,3773)  (2609,3773)  (2979,4236)  (2979,4282)  (3022,3821)  (3022,3867)  (3022,3913)  (3023,3755)  (3023,4052)  (3023,4098)  (3023,4144)  (3023,4190)  (3024,3959)  (3024,4005)  (3025,4236)  (3025,4282)  (3068,3801)  (3068,3847)  (3068,3893)  (3069,3755)  (3069,4051)  (3069,4097)  (3069,4143)  (3069,4189)  (3070,3939)  (3070,3985)  (3071,4235)  (3071,4281)  (3114,3801)  (3114,3847)  (3114,3893)  (3115,3755)  (3115,4031)  (3115,4077)  (3115,4123)  (3115,4169)  (3116,3939)  (3116,3985)  (3117,4215)  (3117,4261)  (3117,4307)  (3160,3801)  (3160,3847)  (3160,3893)  (3161,4031)  (3161,4077)  (3162,3939)  (3162,3985)  (3163,4256)  (3163,4302)  (3208,3935)  (3208,3981)  | overflowToLeft=false
104 Sea Zone  (9361,605)  (9315,650)  (9315,604)  (9406,651)  (9361,559)  (9407,559)  (9407,605)  (9313,558)  (9360,696)  (9314,696)  (9269,650)  (9269,604)  (9452,651)  (9452,697)  (9406,697)  (9268,697)  (9359,513)  (9405,513)  (9451,513)  (9453,559)  (9453,605)  (9267,558)  (9267,512)  (9313,512)  (9497,469)  (9223,651)  (9223,605)  (9498,651)  (9498,697)  (9222,733)  (9359,467)  (9405,467)  (9451,467)  (9499,515)  (9499,561)  (9191,559)  (9497,423)  (9177,687)  (9177,641)  (9544,655)  (9544,701)  (9176,733)  (9356,421)  (9402,421)  (9614,704)  | overflowToLeft=false
Moscow  (4194,813)  (4193,767)  (4192,722)  (4191,674)  (4146,724)  (4145,676)  (4148,770)  (4147,814)  (4102,772)  (4100,721)  (4238,802)  (4238,756)  (4236,710)  (4239,665)  (4284,734)  (4283,679)  | overflowToLeft=false
Central Norway  (3105,371)  (3150,369)  (3143,321)  (3166,276)  (3211,268)  (3380,159)  (3336,160)  (3291,183)  (3244,204)  | overflowToLeft=true
Formosa  (7541,2311)  (7509,2356)  (7555,2357)  (7526,2402)  | overflowToLeft=false
Chungking  (6421,1922)  (6466,1932)  (6453,1975)  (6498,1976)  (6547,1979)  (6596,1979)  (6549,1934)  (6547,2023)  (6596,2027)  (6643,2032)  (6549,2072)  (6593,2074)  (6644,2081)  (6640,1981)  (6501,2036)  (6458,2020)  | overflowToLeft=true
Eastern Mexico  (47,2333)  (1,2372)  (1,2326)  (92,2379)  (47,2287)  (93,2287)  (93,2333)  (0,2280)  (46,2418)  (138,2385)  (92,2425)  (139,2269)  (142,2431)  (0,2234)  (96,2471)  (146,2477)  (100,2517)  (150,2523)  (104,2563)  (10344,2283)  (10386,2237)  (10390,2283)  (10400,2191)  (10412,2115)  | overflowToLeft=false
24 Sea Zone  (2664,709)  (2618,708)  (2567,707)  (2712,710)  (2662,659)  (2615,659)  (2620,754)  (2666,755)  (2710,754)  (2758,759)  (2760,711)  (2761,663)  (2711,657)  (2564,657)  (2513,661)  (2509,609)  (2555,585)  (2601,609)  (2648,587)  (2698,609)  (2754,614)  | overflowToLeft=false
New Britain  (8665,3455)  (8710,3455)  (8754,3433)  (8798,3395)  | overflowToLeft=false
Southern Saudi Arabia  (4464,2873)  (4532,2844)  (4595,2806)  (4667,2768)  (4734,2725)  (4812,2714)  (4527,2929)  (4599,2890)  (4425,2810)  (4487,2778)  (4540,2740)  (4598,2708)  (4664,2683)  (4728,2649)  (4795,2642)  (4677,2853)  (4749,2807)  (4832,2781)  (4601,2973)  (4678,2935)  (4751,2886)  (4820,2856)  (4898,2822)  (4986,2852)  (4898,2895)  (4970,2935)  (4830,2938)  (4759,2961)  (4716,3025)  (4642,3034)  (4560,3038)  | overflowToLeft=false
Palau Island  (8158,3082)  (8136,3126)  | overflowToLeft=false
Nigeria  (2824,3139)  (2822,3198)  (2805,3253)  (2777,3311)  (2846,3320)  (2866,3257)  (2881,3196)  (2897,3130)  (2963,3145)  (2944,3215)  (2927,3279)  (2912,3342)  (2970,3335)  (2992,3277)  (2999,3215)  (3026,3151)  (3083,3130)  (3090,3188)  (3062,3255)  (3123,3245)  (3161,3188)  (3146,3134)  (3205,3136)  | overflowToLeft=false
147 Sea Zone  (7655,3468)  (7700,3514)  (7701,3456)  (7673,3387)  (7735,3386)  (7746,3502)  (7746,3548)  (7747,3432)  (7558,3564)  (7549,3363)  (7642,3591)  (7764,3594)  (7718,3594)  (7722,3340)  (7596,3610)  (7550,3610)  (7504,3618)  (7503,3365)  (7672,3637)  (7764,3640)  (7718,3640)  (7740,3294)  (7611,3286)  (7657,3283)  (7536,3281)  (7626,3656)  (7580,3656)  (7534,3664)  (7488,3664)  (7458,3618)  (7458,3517)  (7454,3572)  (7442,3669)  (7412,3623)  (7396,3669)  | overflowToLeft=false
45 Sea Zone  (2793,1966)  (2747,2011)  (2747,1965)  (2838,2012)  (2793,1920)  (2839,1920)  (2839,1966)  (2745,1919)  (2701,2054)  (2701,2008)  (2884,2012)  (2885,1891)  (2885,1937)  (2699,1962)  (2699,1916)  (2930,1983)  (2930,2029)  (2931,1894)  (2976,1940)  (2976,1986)  (2976,2032)  | overflowToLeft=false
162 Sea Zone  (8147,4587)  (8101,4632)  (8101,4586)  (8192,4633)  (8147,4541)  (8193,4541)  (8193,4587)  (8099,4540)  (8146,4678)  (8100,4678)  (8055,4632)  (8055,4586)  (8238,4633)  (8238,4679)  (8192,4679)  (8054,4679)  (8145,4495)  (8191,4495)  (8237,4495)  (8239,4541)  (8239,4587)  (8053,4540)  (8053,4494)  (8099,4494)  (8283,4451)  (8146,4724)  (8100,4724)  (8009,4633)  (8009,4587)  (8284,4633)  (8284,4679)  (8284,4725)  (8238,4725)  (8192,4725)  (8054,4725)  (8008,4725)  (8008,4679)  (8145,4449)  (8191,4449)  (8237,4449)  (8285,4497)  (8285,4543)  (8007,4541)  (8007,4495)  (8329,4428)  (7963,4633)  (7963,4587)  (8330,4589)  (8330,4635)  (8330,4681)  (8330,4727)  (7962,4754)  (7962,4708)  (8331,4474)  (8331,4520)  (7961,4541)  (7917,4662)  (7917,4616)  (8376,4566)  (8376,4612)  (8376,4658)  (8376,4704)  (8376,4750)  (7916,4754)  (7916,4708)  (8377,4440)  (8377,4486)  (7915,4570)  (7915,4524)  (7871,4662)  (7871,4616)  (8422,4532)  (8422,4578)  (8422,4624)  (8422,4670)  (8422,4716)  (7870,4754)  (7870,4708)  (8423,4436)  (8423,4482)  (7869,4570)  (7869,4524)  (8468,4528)  (8468,4574)  (8468,4620)  (8468,4666)  (8468,4712)  (8469,4481)  | overflowToLeft=false
Northeastern US  (791,1176)  (793,1127)  (790,1077)  (813,1024)  (840,980)  (864,1028)  (849,1078)  (741,1089)  (740,1140)  (739,1188)  (742,1238)  (795,1227)  | overflowToLeft=false
Western South Africa  (3430,4309)  (3430,4252)  (3484,4250)  (3483,4306)  (3482,4362)  (3419,4364)  (3359,4368)  (3373,4307)  (3369,4250)  (3539,4256)  (3546,4313)  (3553,4369)  (3312,4307)  (3307,4243)  (3265,4287)  (3234,4232)  | overflowToLeft=true
Peking  (7155,1478)  (7104,1456)  (7071,1506)  (7078,1558)  (7128,1593)  (7182,1617)  | overflowToLeft=false
Western Szechwan  (6230,2070)  (6229,2019)  (6280,2018)  (6284,2071)  (6230,2125)  (6283,2125)  (6226,2179)  (6283,2177)  (6175,2178)  (6173,2126)  (6171,2072)  (6171,2019)  (6187,1967)  (6115,2033)  (6121,2088)  (6058,2045)  (6243,1962)  (6298,1926)  (6352,1948)  (6333,2005)  (6386,2005)  (6349,2166)  (6341,2114)  (6339,2058)  (6389,2059)  | overflowToLeft=false
Kazahk  (5468,1066)  (5529,1062)  (5598,1123)  (5388,1135)  (5473,1132)  (5532,1139)  (5629,1197)  (5352,1194)  (5431,1198)  (5524,1207)  (5598,1265)  (5611,1328)  (5522,1278)  (5452,1264)  (5389,1267)  (5310,1261)  (5238,1276)  (5155,1276)  (5156,1353)  (5242,1345)  (5325,1326)  (5406,1327)  (5484,1339)  (5546,1344)  (5526,1409)  (5462,1405)  (5385,1402)  (5310,1399)  (5243,1420)  (5169,1431)  (5281,1493)  (5367,1473)  (5467,1471)  (5436,1541)  | overflowToLeft=false
Switzerland  (2903,1378)  (2949,1359)  (2999,1358)  | overflowToLeft=false
62 Sea Zone  (1753,2767)  (1707,2812)  (1707,2766)  (1798,2813)  (1753,2721)  (1799,2721)  (1799,2767)  (1705,2720)  (1752,2858)  (1706,2858)  (1661,2812)  (1661,2766)  (1844,2813)  (1844,2859)  (1798,2859)  (1660,2859)  (1751,2675)  (1797,2675)  (1843,2675)  (1845,2721)  (1845,2767)  (1659,2720)  (1659,2674)  (1705,2674)  (1889,2631)  (1752,2904)  (1706,2904)  (1890,2813)  (1890,2859)  (1890,2905)  (1844,2905)  (1798,2905)  (1660,2905)  (1751,2629)  (1797,2629)  (1843,2629)  (1891,2677)  (1891,2723)  (1646,2628)  (1692,2628)  (1889,2585)  (1935,2585)  (1935,2631)  (1936,2840)  (1936,2909)  (1738,2583)  (1784,2583)  (1830,2583)  (1937,2677)  (1646,2582)  (1692,2582)  (1981,2580)  | overflowToLeft=false
37 Sea Zone  (650,2268)  (604,2313)  (604,2267)  (695,2314)  (650,2222)  (696,2222)  (696,2268)  (602,2221)  (649,2359)  (558,2297)  (741,2314)  (741,2360)  (695,2360)  (742,2177)  (742,2223)  (556,2251)  (556,2205)  (787,2269)  (787,2315)  (787,2361)  (788,2177)  (788,2223)  (510,2289)  (510,2243)  (510,2197)  (500,2417)  (799,2407)  (578,2442)  (651,2443)  (833,2269)  (833,2315)  (833,2361)  (834,2177)  (834,2223)  (464,2264)  (464,2218)  (456,2371)  (467,2463)  (454,2417)  (845,2407)  (603,2488)  (877,2453)  (421,2496)  (879,2269)  (879,2315)  (879,2361)  (880,2177)  (880,2223)  (418,2257)  (418,2211)  (410,2371)  (476,2509)  (408,2450)  (891,2407)  (847,2514)  (695,2516)  (801,2518)  (649,2518)  (755,2531)  (603,2534)  (522,2534)  (923,2453)  (375,2536)  (925,2269)  (925,2315)  (925,2361)  (926,2177)  (926,2223)  (372,2257)  (372,2211)  (364,2404)  (362,2490)  (937,2407)  (969,2453)  (329,2536)  (971,2269)  (971,2315)  (971,2361)  (972,2177)  (972,2223)  (326,2270)  (326,2224)  (318,2444)  (318,2398)  (316,2490)  (983,2407)  (989,2499)  (283,2536)  (280,2293)  (280,2247)  (280,2201)  (279,2352)  (272,2444)  (272,2398)  (270,2490)  (237,2536)  (234,2306)  (234,2260)  (234,2214)  (233,2352)  (226,2444)  (226,2398)  (224,2490)  (187,2342)  | overflowToLeft=false
Aleutian Islands  (8880,652)  (8963,627)  (9020,587)  | overflowToLeft=false
78 Sea Zone  (5350,3747)  (5304,3792)  (5304,3746)  (5395,3793)  (5350,3701)  (5396,3701)  (5396,3747)  (5302,3700)  (5349,3838)  (5303,3838)  (5258,3792)  (5258,3746)  (5441,3793)  (5441,3839)  (5395,3839)  (5257,3839)  (5348,3655)  (5394,3655)  (5440,3655)  (5442,3701)  (5442,3747)  (5256,3700)  (5256,3654)  (5302,3654)  (5486,3611)  (5349,3884)  (5303,3884)  (5212,3793)  (5212,3747)  (5487,3793)  (5487,3839)  (5487,3885)  (5441,3885)  (5395,3885)  (5257,3885)  (5211,3885)  (5211,3839)  (5348,3609)  (5394,3609)  (5440,3609)  (5488,3657)  (5488,3703)  (5210,3701)  (5210,3655)  (5210,3609)  (5256,3608)  (5302,3608)  (5486,3565)  (5532,3565)  (5532,3611)  (5349,3930)  (5303,3930)  (5533,3749)  (5533,3795)  (5533,3841)  (5533,3887)  (5487,3931)  (5441,3931)  (5395,3931)  (5257,3931)  (5211,3931)  (5168,3563)  (5348,3563)  (5394,3563)  (5440,3563)  (5534,3657)  (5534,3703)  (5214,3562)  (5260,3562)  (5535,3933)  (5486,3519)  (5532,3519)  (5578,3519)  (5578,3565)  (5578,3611)  (5349,3976)  (5303,3976)  (5579,3749)  (5579,3795)  (5579,3841)  (5579,3887)  (5489,3977)  (5443,3977)  (5397,3977)  (5257,3977)  (5211,3977)  (5168,3517)  (5306,3517)  (5352,3517)  (5398,3517)  (5580,3657)  (5580,3703)  (5214,3516)  (5260,3516)  (5581,3933)  (5581,3979)  (5535,3979)  (5444,3473)  (5490,3473)  (5536,3473)  (5582,3473)  (5624,3519)  (5624,3565)  (5624,3611)  (5351,4022)  (5305,4022)  (5625,3749)  (5625,3795)  (5625,3841)  (5625,3887)  (5489,4023)  (5443,4023)  (5397,4023)  (5259,4023)  (5213,4023)  (5168,3471)  (5306,3471)  (5352,3471)  (5398,3471)  (5626,3657)  (5626,3703)  (5214,3470)  (5260,3470)  (5626,4025)  (5580,4025)  (5351,4068)  (5305,4068)  (5534,4069)  (5488,4069)  (5442,4069)  (5259,4069)  (5213,4069)  (5626,4071)  (5580,4071)  (5396,4114)  (5350,4114)  (5534,4115)  (5488,4115)  (5442,4115)  (5304,4115)  (5258,4115)  (5212,4115)  (5626,4117)  (5580,4117)  (5396,4160)  (5350,4160)  (5534,4161)  (5488,4161)  (5442,4161)  (5304,4161)  (5258,4161)  (5212,4161)  (5626,4163)  (5580,4163)  | overflowToLeft=false
134 Sea Zone  (9612,3042)  (9566,3087)  (9566,3041)  (9657,3088)  (9612,2996)  (9658,2996)  (9658,3042)  (9564,2995)  (9611,3133)  (9565,3133)  (9520,3087)  (9520,3041)  (9672,3134)  (9519,3134)  (9610,2950)  (9656,2950)  (9702,2950)  (9704,2996)  (9704,3042)  (9518,2995)  (9518,2949)  (9564,2949)  (9729,3160)  (9748,2924)  (9626,3179)  (9580,3179)  (9474,3088)  (9474,3042)  (9683,3180)  (9534,3180)  (9488,3180)  (9473,3134)  (9750,2970)  (9472,2996)  (9472,2950)  (9775,3139)  (9775,3185)  (9729,3206)  (9442,3211)  (9428,3088)  (9428,3042)  (9427,3165)  (9426,2996)  (9426,2950)  (9821,3112)  (9821,3158)  (9821,3204)  (9838,2925)  (9847,2971)  (9867,3133)  (9867,3179)  (9884,2924)  (9893,2970)  (9913,3169)  (9913,3215)  (9914,3016)  (9920,3062)  (9930,2924)  (9939,2970)  (9942,3108)  (9959,3154)  (9959,3200)  (9960,3016)  (9966,3062)  (9976,2924)  (9985,2970)  (9988,3108)  (10005,3154)  (10005,3200)  (10006,3016)  (10012,3062)  (10022,2924)  (10031,2970)  (10034,3108)  (10051,3154)  (10051,3200)  (10052,3016)  (10058,3062)  (10068,2924)  (10077,2970)  (10080,3108)  (10097,3154)  (10097,3200)  (10098,3016)  (10104,3062)  | overflowToLeft=false
Southern Germany  (3111,1168)  (3060,1200)  (3009,1226)  (2958,1250)  (2958,1300)  (3009,1276)  (3060,1252)  (3110,1218)  (3110,1268)  (3160,1242)  | overflowToLeft=false
73 Sea Zone  (4954,3317)  (4908,3362)  (4908,3316)  (4999,3363)  (4954,3271)  (5000,3271)  (5000,3317)  (4906,3270)  (4953,3408)  (4907,3408)  (4862,3362)  (4862,3316)  (5045,3363)  (5045,3409)  (4999,3409)  (4861,3409)  (4952,3225)  (4998,3225)  (5044,3225)  (5046,3271)  (5046,3317)  (4860,3270)  (4863,3224)  (5090,3181)  (4953,3454)  (4907,3454)  (4816,3363)  (5091,3363)  (5091,3409)  (5091,3455)  (5045,3455)  (4999,3455)  (4861,3455)  (4815,3455)  (4815,3409)  (4909,3179)  (4955,3179)  (5001,3179)  (5092,3227)  (5092,3273)  (5047,3135)  (5093,3135)  (4953,3500)  (4907,3500)  (5122,3501)  (5076,3501)  (5030,3501)  (4861,3501)  (4815,3501)  (4769,3501)  (4769,3455)  (4769,3409)  (4882,3133)  (4928,3133)  (4974,3133)  (4765,3148)  (5078,3089)  (4723,3530)  (4723,3484)  (4677,3530)  (4666,3156)  (4631,3530)  (4620,3164)  (4574,3157)  | overflowToLeft=false
32 Sea Zone  (1539,1318)  (1493,1363)  (1493,1317)  (1584,1364)  (1539,1272)  (1585,1272)  (1585,1318)  (1491,1271)  (1538,1409)  (1492,1409)  (1447,1363)  (1447,1317)  (1630,1364)  (1630,1410)  (1584,1410)  (1446,1410)  (1537,1226)  (1583,1226)  (1629,1226)  (1631,1272)  (1631,1318)  (1445,1271)  (1445,1225)  (1491,1225)  (1675,1182)  (1538,1455)  (1492,1455)  (1676,1364)  (1676,1410)  (1676,1456)  (1630,1456)  (1584,1456)  (1446,1456)  (1537,1180)  (1583,1180)  (1629,1180)  (1677,1228)  (1677,1274)  (1444,1179)  (1490,1179)  (1675,1136)  (1538,1501)  (1492,1501)  (1712,1502)  (1666,1502)  (1620,1502)  (1446,1502)  (1536,1134)  (1582,1134)  (1628,1134)  (1444,1133)  (1490,1133)  (1674,1090)  (1574,1547)  (1528,1547)  (1712,1548)  (1666,1548)  (1620,1548)  (1482,1548)  (1536,1088)  (1582,1088)  (1628,1088)  (1444,1087)  (1490,1087)  | overflowToLeft=false
96 Sea Zone  (7551,2212)  (7505,2257)  (7505,2211)  (7596,2258)  (7551,2166)  (7597,2166)  (7597,2212)  (7503,2165)  (7473,2303)  (7642,2258)  (7549,2120)  (7595,2120)  (7641,2120)  (7643,2166)  (7643,2212)  (7671,2333)  (7625,2333)  (7427,2335)  (7508,2074)  (7554,2074)  (7600,2074)  (7646,2074)  (7680,2379)  (7634,2379)  (7455,2381)  (7409,2381)  (7513,2028)  (7559,2028)  (7605,2028)  (7651,2028)  (7363,2415)  (7588,2423)  (7680,2425)  (7634,2425)  (7466,2427)  (7420,2427)  (7495,1982)  (7541,1982)  (7587,1982)  (7633,1982)  (7374,2461)  (7588,2469)  (7542,2472)  (7496,2473)  (7450,2473)  (7509,1936)  (7555,1936)  (7404,2507)  (7358,2507)  (7571,2518)  (7525,2519)  (7479,2519)  (7433,2553)  (7387,2553)  | overflowToLeft=false
Alberta  (10067,705)  (10021,750)  (10021,704)  (10112,751)  (10067,659)  (10113,659)  (10113,705)  (10019,658)  (10066,796)  (9975,717)  (10146,797)  (10065,613)  (10111,613)  (9973,671)  (9973,625)  (10019,612)  (9940,579)  (10100,842)  (10054,842)  (10146,843)  (10065,567)  (10111,567)  (9927,644)  (9986,566)  (9894,590)  (9894,544)  (9940,533)  (10100,888)  (10146,889)  (10032,521)  (10078,521)  (10124,521)  (9986,520)  (9862,498)  (9848,552)  (9908,487)  (10100,934)  (10032,475)  (10078,475)  (10124,475)  (9954,474)  (9889,441)  (10000,429)  (10046,429)  (10092,429)  (10138,429)  (9935,428)  (9866,395)  (9981,383)  (10027,383)  (10073,383)  (10119,383)  (9912,382)  (9801,365)  | overflowToLeft=false
North West Territories  (10266,118)  (10220,163)  (10220,117)  (10311,164)  (10266,72)  (10312,72)  (10312,118)  (10218,71)  (10265,209)  (10219,209)  (10174,163)  (10174,117)  (10357,164)  (10357,210)  (10311,210)  (10173,210)  (10264,26)  (10310,26)  (10356,26)  (10358,72)  (10358,118)  (10172,71)  (10172,25)  (10218,25)  (10402,0)  (10265,255)  (10219,255)  (10128,164)  (10128,118)  (10403,164)  (10403,210)  (10403,256)  (10357,256)  (10311,256)  (10173,256)  (10127,256)  (10127,210)  (10404,46)  (10404,92)  (10126,72)  (10126,26)  (10265,301)  (10219,301)  (10082,164)  (10082,118)  (10414,302)  (10368,302)  (10322,302)  (10173,302)  (10127,302)  (10081,302)  (10081,256)  (10081,210)  (10080,72)  (10080,26)  (10036,164)  (10036,118)  (10035,306)  (10035,260)  (10035,214)  (10034,72)  (10034,26)  (9990,168)  (9990,122)  (9989,271)  (9989,225)  (9988,76)  (9988,30)  (9944,179)  (9944,133)  (9943,241)  (9942,87)  (9942,41)  (9898,169)  (9896,123)  (9896,77)  (9896,31)  (9850,91)  (9850,45)  (9804,77)  (9804,31)  (577,78)  (569,32)  (531,90)  (462,188)  (389,119)  (343,117)  (308,71)  (262,114)  (262,68)  (242,160)  (216,114)  (196,189)  (170,143)  (124,178)  (124,132)  (123,245)  (80,86)  (78,199)  (78,153)  (77,266)  (72,40)  (34,107)  (32,220)  (32,174)  (31,306)  (26,61)  (26,15)  | overflowToLeft=false
127 Sea Zone  (7724,2710)  (7678,2755)  (7678,2709)  (7769,2756)  (7724,2664)  (7770,2664)  (7770,2710)  (7676,2663)  (7723,2801)  (7677,2801)  (7632,2755)  (7632,2709)  (7815,2756)  (7815,2802)  (7769,2802)  (7722,2618)  (7768,2618)  (7814,2618)  (7816,2664)  (7816,2710)  (7630,2663)  (7630,2617)  (7676,2617)  (7860,2574)  (7723,2847)  (7586,2778)  (7586,2732)  (7861,2756)  (7861,2802)  (7861,2848)  (7815,2848)  (7769,2848)  (7722,2572)  (7768,2572)  (7814,2572)  (7862,2620)  (7862,2666)  (7584,2686)  (7584,2640)  (7584,2594)  (7630,2571)  (7676,2571)  (7860,2528)  (7906,2528)  (7906,2574)  (7540,2754)  (7907,2712)  (7907,2758)  (7907,2804)  (7907,2850)  (7861,2894)  (7815,2894)  (7769,2894)  (7722,2526)  (7768,2526)  (7814,2526)  (7908,2620)  (7908,2666)  (7668,2525)  (7909,2896)  (7860,2482)  (7906,2482)  (7952,2482)  (7952,2528)  (7952,2574)  (7953,2712)  (7953,2758)  (7953,2804)  (7953,2850)  (7863,2940)  (7817,2940)  (7771,2940)  (7954,2620)  (7954,2666)  (7955,2896)  | overflowToLeft=false
90 Sea Zone  (6715,4650)  (6669,4695)  (6669,4649)  (6760,4696)  (6715,4604)  (6761,4604)  (6761,4650)  (6667,4603)  (6714,4741)  (6668,4741)  (6623,4695)  (6623,4649)  (6806,4696)  (6806,4742)  (6760,4742)  (6622,4742)  (6713,4558)  (6759,4558)  (6805,4558)  (6807,4604)  (6807,4650)  (6621,4603)  (6621,4557)  (6667,4557)  (6851,4537)  (6577,4696)  (6577,4650)  (6852,4696)  (6852,4742)  (6576,4754)  (6853,4583)  (6853,4629)  (6575,4604)  (6575,4558)  (6897,4537)  (6531,4708)  (6531,4662)  (6898,4675)  (6898,4721)  (6530,4754)  (6899,4583)  (6899,4629)  (6529,4616)  (6529,4570)  (6943,4537)  (6485,4708)  (6485,4662)  (6944,4675)  (6944,4721)  (6484,4754)  (6945,4583)  (6945,4629)  (6483,4616)  (6483,4570)  (6989,4537)  (6439,4708)  (6439,4662)  (6990,4675)  (6990,4721)  (6438,4754)  (6991,4583)  (6991,4629)  (6437,4616)  (6437,4570)  (7035,4537)  (6393,4708)  (6393,4662)  (7036,4675)  (7036,4721)  (6392,4754)  (7037,4583)  (7037,4629)  (6391,4616)  (6391,4570)  (7081,4537)  (6347,4708)  (6347,4662)  (7082,4675)  (7082,4721)  (6346,4754)  (7083,4583)  (7083,4629)  (6345,4616)  (6345,4570)  (7127,4537)  (6301,4708)  (6301,4662)  (7128,4675)  (7128,4721)  (6300,4754)  (7129,4583)  (7129,4629)  (6299,4616)  (6299,4570)  (7173,4537)  (6255,4708)  (6255,4662)  (7174,4675)  (7174,4721)  (6254,4754)  (7175,4583)  (7175,4629)  (6253,4616)  (6253,4570)  (6209,4708)  (6209,4662)  (6208,4754)  (6207,4616)  (6207,4570)  (6163,4708)  (6163,4662)  (6162,4754)  (6161,4616)  (6161,4570)  | overflowToLeft=false
Line Islands  (9728,3108)  (9790,3052)  (9845,3067)  (9819,2987)  (9915,3120)  | overflowToLeft=false
6 Sea Zone  (2261,266)  (2213,313)  (2258,313)  (2257,357)  (2212,357)  (2303,316)  (2301,360)  (2299,405)  (2251,403)  (2207,402)  (2305,271)  (2214,268)  (2167,270)  (2165,318)  (2164,364)  (2161,411)  (2113,412)  (2115,365)  (2066,409)  (2019,423)  (1967,423)  (1920,422)  (1866,421)  (1818,420)  (1772,421)  | overflowToLeft=true
Mozambique  (4177,4029)  (4234,4026)  (4300,4027)  (4336,4085)  (4278,4086)  (4215,4087)  (4205,4141)  (4263,4141)  (3966,4152)  (4026,4151)  (3977,4214)  (4038,4215)  (4120,4216)  (4193,4196)  (4005,4275)  (4072,4275)  (4009,4338)  (4075,4344)  (4020,4406)  (4092,4407)  | overflowToLeft=false
Western Karelia  (3872,370)  (3917,346)  (3920,391)  (3875,414)  (3912,458)  (3959,437)  (3839,326)  (3964,391)  | overflowToLeft=false
